"Nummer","Datum","Art","Geschäft","URL","Date"
"566/2024","06.05.2024","Anfrage","Anfrage 566/2024 von Daniel Schnyder (SVP), Marc Thalmann (FDP) und Dieter Hohmann (SVP): «Generelle Leistungsüberprüfung: Wie werden die städtischen Leistungen überprüft und stetig optimiert?»","https://www.uster.ch/_rte/information/2136190","2024-05-06"
"565/2024","22.04.2024","Anfrage","Anfrage 565/2024 von Paul Stopper (BPU): Stadtrat lehnte 2016 Einbau Kläui-Bibliothek / Stadtarchiv in die &quot;Untere Farb&quot; selber ab (Stadtratsbeschluss 358/2016)","https://www.uster.ch/_rte/information/2122621","2024-04-22"
"564/2024","19.04.2024","Anfrage","Anfrage 564/2024 von Paul Stopper (BPU): &quot;Paul-Kläui-Bibliothek / Stadtarchiv / Untere Farb&quot;","https://www.uster.ch/_rte/information/2122123","2024-04-19"
"51/2024","09.04.2024","Volksinitiative","Weisung 51/2024 des Stadtrates: Volksinitiative &quot;Zusammenführen, was zusammengehört&quot; - Grenzänderung Uster-Greifensee","https://www.uster.ch/_rte/information/2113408","2024-04-09"
"70/2024","09.04.2024","Antrag","Weisung 70/2024 des Stadtrates: Notstromkonzept Stadt Uster, Bauabrechnung","https://www.uster.ch/_rte/information/2119981","2024-04-09"
"563/2024","04.04.2024","Parlamentarische Initiative","Parlamentarische Initiative 563/2024 von Daniel Schnyder (SVP), Marc Thalmann (FDP), Ursula Räuftlin (Grünliberale) und Paul Stopper (BPU): &quot;Teuerungsausgleich - mehr Mitspracherecht für den Gemeinderat&quot;","https://www.uster.ch/_rte/information/2109838","2024-04-04"
"562/2024","27.03.2024","Anfrage","Anfrage 562/2024 von Balthasar Thalmann (SP): «Winterthurerstrasse in städtebauliches Konzept integrieren – Wunsch oder Realität?»","https://www.uster.ch/_rte/information/2105236","2024-03-27"
"54/2024","26.03.2024","Antrag","Weisung  54/2024 der Primarschulpflege: Schulhaus Gschwader, Baukredit","https://www.uster.ch/_rte/information/2103781","2024-03-26"
"65/2024","26.03.2024","Antrag","Weisung 65/2024 des Stadtrates: Jahresrechnung 2023","https://www.uster.ch/_rte/information/2105086","2024-03-26"
"58/2024","25.03.2024","Antrag","Weisung 58/2024 des Stadtrates: NPM-Jahresbericht 2023","https://www.uster.ch/_rte/information/2105248","2024-03-25"
"561/2024","22.03.2024","Anfrage","Anfrage 561/2024 von Karin Niedermann Schneider (SP): Biber am Greifensee","https://www.uster.ch/_rte/information/2102332","2024-03-22"
"560/2024","19.03.2024","Anfrage","Anfrage 560/2024 von Nina Nussbaumer (SP) und Tanja Göldi (SP): Familienergänzende Betreuung, Situation in Uster","https://www.uster.ch/_rte/information/2098687","2024-03-19"
"38/2024","19.03.2024","Antrag","Weisung 38/2024 der Sekundarschulpflege: Geschäftsbericht und Jahresrechnung 2023","https://www.uster.ch/_rte/information/2105863","2024-03-19"
"72/2024","19.03.2024","Antrag","Weisung 72/2024 der Sekundarschulpflege: Geschäftsbericht und Jahresrechnung 2023","https://www.uster.ch/_rte/information/2105863","2024-03-19"
"558/2024","11.03.2024","Anfrage","Anfrage 558/2024 von Anita Borer (SVP), Gianluca Di Modica (FDP) und Benjamin Streit (SVP): &quot;Vertrauen schaffen und Fortbestand des Spitals Uster sichern&quot;","https://www.uster.ch/_rte/information/2091259","2024-03-11"
"559/2024","11.03.2024","Anfrage","Anfrage 559/2024 von Daniel Schnyder (SVP): Unterstützung der Ustermer Vereine","https://www.uster.ch/_rte/information/2091325","2024-03-11"
"64/2024","05.03.2024","Antrag","Weisung 64/2024 des Stadtrates: Revitalisierung Werrikerbach, Abschnitte 7-9, Kreditbewilligung und Projektfestsetzung","https://www.uster.ch/_rte/information/2092159","2024-03-05"
"63/2024","05.03.2024","Antrag","Weisung 63/2024 des Stadtrates: Sportanlage Buchholz, Pumptrack, Erweiterung Trendsportplatz, Kreditbewilligung","https://www.uster.ch/_rte/information/2092153","2024-03-05"
"557/2024","04.03.2024","Postulat","Postulat 557/2024 von Balthasar Thalmann (SP): &quot;Eine Zukunft für das Stadtarchiv - keine tote Untere Farb: Kühlen Kopf bewahren und planen anstelle voreiliger Aktionen&quot;","https://www.uster.ch/_rte/information/2087041","2024-03-04"
"69/2024","13.02.2024","Antrag","Weisung 69/2024 der Primarschulpflege: Anstellung Lehrpersonen und Schulleitung der Musikschule; Anpassung Personalverordnung (PVO)","https://www.uster.ch/_rte/information/2069098","2024-02-13"
"68/2024","13.02.2024","Antrag","Weisung 68/2024 des Stadtrates: Jugenddienst für die Gemeinde Greifensee, Anschlussvertrag","https://www.uster.ch/_rte/information/2075401","2024-02-13"
"556/2024","12.02.2024","Anfrage","Anfrage 556/2024 von Isabel Eigenmann (Die Mitte): Plakatwerbung Stadt Uster für Wahlen und Abstimmungen","https://www.uster.ch/_rte/information/2069038","2024-02-12"
"59/2024","06.02.2024","Antrag","Weisung 59/2024 des Stadtrates: Temporäre Dreifachturnhalle Buchholz, Rückbau; Bauabrechnung","https://www.uster.ch/_rte/information/2069086","2024-02-06"
"555/2024","31.01.2024","Postulat","Postulat 555/2024 von Marco Ghelfi (Grüne) und Jürg Krauer (FDP): Umkleide-Schnecken für das Ustermer Seeufer","https://www.uster.ch/_rte/information/2059633","2024-01-31"
"62/2024","30.01.2024","Antrag","Weisung 62/2024 des Stadtrates: Revision Privater Gestaltungsplan &quot;Fohlenhof&quot;, Wermatswil; Festsetzung","https://www.uster.ch/_rte/information/2064517","2024-01-30"
"61/2024","30.01.2024","Antrag","Weisung 61/2024 des Stadtrates: Gebietsentwicklung Eschenbüel, Verfahrensabbruch","https://www.uster.ch/_rte/information/2065846","2024-01-30"
"53/2024","16.01.2024","Antrag","Weisung 53/2024 der Primarschulpflege: Schulhaus Gschwader, Zusatzkredit zum Projektierungskredit","https://www.uster.ch/_rte/information/2047843","2024-01-16"
"553/2023","20.12.2023","Postulat","Postulat 553/2023 von Natalie Lengacher (Grüne), Debora Zahn (Grüne), Ursula Räuftlin (Grünliberale) und Karin Niedermann (SP): &quot;Endlich Lärmschutzmassnahmen umsetzen&quot;","https://www.uster.ch/_rte/information/2032069","2023-12-20"
"552/2023","20.12.2023","Anfrage","Anfrage 552/2023 von Paul Stopper (BPU): Anfrage Nr. 2 zur &quot;Villa am Aabach&quot;","https://www.uster.ch/_rte/information/2032075","2023-12-20"
"57/2023","19.12.2023","Antrag","Weisung 57/2023 des Stadtrates: Gründung einer gemeinnützigen Aktiengesellschaft zur Bewirtschaftung des Zeughausareals","https://www.uster.ch/_rte/information/2032099","2023-12-19"
"56/2023","19.12.2023","Antrag","Weisung 56/2023 des Stadtrates: Petition &quot;Begegnungszone Kleinjogg Füssliweg jetzt! Sicherer Schulweg für die Kinder&quot;","https://www.uster.ch/_rte/information/2032126","2023-12-19"
"52/2023","19.12.2023","Antrag","Weisung 53/2023 der Primarschulpflege: Schulhaus Hasenbühl, Heilpädagogische Schule Uster HPSU; Instandsetzungen und PV-Anlage, Baukredit","https://www.uster.ch/_rte/information/2042794","2023-12-19"
"554/2023","19.12.2023","Postulat","Postulat 554/2023 von Karin Niedermann (SP) und Balthasar Thalmann (SP): &quot;Aufwertung Strassenraum im Zentrum - jetzt handeln!&quot;","https://www.uster.ch/_rte/information/2048794","2023-12-19"
"48/2023","12.12.2023","Antrag","Weisung 48/2023 des Stadtrates: Modulbau für Asylsuchende, Bankstrasse 42, Kat.-Nr. B6676, Baukredit","https://www.uster.ch/_rte/information/2032231","2023-12-12"
"550/2023","11.12.2023","Postulat","Postulat 550/2023 von Jürg Krauer (FDP) und Markus Ehrensperger (SVP): Strassenzustand, systematische Erfassung und Veröffentlichung","https://www.uster.ch/_rte/information/2024230","2023-12-11"
"548/2023","11.12.2023","Interpellation","Interpellation 548/2023 von Nina Nussbaumer (SP), Tanja Göldi (SP) und Balthasar Thalmann (SP): &quot;Löhne zum Leben in der Stadt Uster&quot;","https://www.uster.ch/_rte/information/2024233","2023-12-11"
"551/2023","11.12.2023","Interpellation","Interpellation 551/2023 von Andreas Pauling (Grünliberale), Marco Kranner (Grünliberale), Ursula Räuftlin (Grünliberale), Debora Zahn (Grüne) und Angelika Zarotti (SP): Überarbeitung der Eigentümerstrategie und Indikatoren der Energie Uster AG","https://www.uster.ch/_rte/information/2025211","2023-12-11"
"549/2023","08.12.2023","Anfrage","Anfrage 549/2023 von Daniel Schnyder (SVP): &quot;Uster Märt - Fortbestand sichern!&quot;","https://www.uster.ch/_rte/information/2023114","2023-12-08"
"49/2023","21.11.2023","Antrag","Weisung 49/2023 des Stadtrates: Restaurant Schifflände, Ersatzbau, Baukredit","https://www.uster.ch/_rte/information/2014369","2023-11-21"
"547/2023","01.11.2023","Anfrage","Anfrage 547/2023 von Claudia Frei (Grünliberale) und Marco Kranner (Grünliberale): Datenherausgabe von Bürgern der Stadt Uster","https://www.uster.ch/_rte/information/1991554","2023-11-01"
"546/2023","24.10.2023","Interpellation","Interpellation 546/2023 von Debora Zahn (Grüne), Natalie Lengacher (Grüne) und Marco Ghelfi (Grüne): «Zentralstrasse muss verkehrsberuhigt werden – auch ohne Moosackerstrasse»","https://www.uster.ch/_rte/information/1985068","2023-10-24"
"545/2023","05.10.2023","Einzelinitiative","Einzelinitiative 545/2023 von Heidi Longerich, Fritz Pfäffli, Walter Strucken, Anna Schlumpf, Wolfhard Bischoff, Barbara Fischer und Jürg Binkert: &quot;Preisgünstiger Wohnungsbau für Uster&quot;","https://www.uster.ch/_rte/information/1978096","2023-10-05"
"544/2023","04.10.2023","Motion","Motion 544/2023 von Paul Stopper (BPU): Niveaufreie Ersatzlösung für den Barrierenübergang Böschstrasse in Werrikon als Flurweg mit Fahrwegrecht für Berechtigte sowie für Velo- und Fussgänger und eventuell (Klein-) Buslinie","https://www.uster.ch/_rte/information/1970515","2023-10-04"
"39/2023","03.10.2023","Antrag","Weisung 39/2023 des Stadtrates: Zeughausareal Uster, Westteil, Baurecht armasuisse Immobilien","https://www.uster.ch/_rte/information/1974340","2023-10-03"
"543/2023","25.09.2023","Anfrage","Anfrage 543/2023 von Tanja Göldi (SP), Nina Nussbaumer (SP) und Balthasar Thalmann (SP): «Kinderarmut bekämpfen – Ergänzungsleistungen für Familien in Uster»","https://www.uster.ch/_rte/information/1970509","2023-09-25"
"542/2023","20.09.2023","Anfrage","Anfrage 542/2023 von Marius Weder (SP) und Angelika Zarotti (SP): Folgen der Erhöhung des Referenzzinssatzes und Massnahmen zum Schutz der Mieter und Mieterinnen","https://www.uster.ch/_rte/information/1959139","2023-09-20"
"24/2023","19.09.2023","Antrag","Weisung 24/2023 des Stadtrates: Budget 2024 und Finanzplanung 2025-2027, Bericht","https://www.uster.ch/_rte/information/1958029","2023-09-19"
"23/2023","19.09.2023","Antrag","Weisung 23/2023 des Stadtrates: Leistungsaufträge 2024-2027 und Globalbudgets 2024","https://www.uster.ch/_rte/information/1958035","2023-09-19"
"541/2023","19.09.2023","Postulat","Postulat 541/2023 von Paul Stopper (BPU): Ersatz Niveauübergang Talweg in Oberuster durch ein oder zwei Ersatzbauwerke (Fuss- und Radweg-Unter-/Überführungen)","https://www.uster.ch/_rte/information/1958239","2023-09-19"
"46/2023","05.09.2023","Antrag","Weisung 46/2023 des Stadtrates: Gründung einer gemeinnützigen Aktiengesellschaft für die Bewirtschaftung des Zeughausareals","https://www.uster.ch/_rte/information/1947394","2023-09-05"
"47/2023","05.09.2023","Antrag","Weisung  47/2023 der Sekundarschulpflege: Leistungsaufträge 2024-2027 und Globalbudget 2024","https://www.uster.ch/_rte/information/1958026","2023-09-05"
"540/2023","04.09.2023","Motion","Motion 540/2023 von Natalie Lengacher (Grüne), Marco Ghelfi (Grüne) und Debora Zahn (Grüne): &quot;Die Mieten steigen - Uster braucht eine aktivere Wohnpolitik!&quot;","https://www.uster.ch/_rte/information/1946392","2023-09-04"
"33/2023","29.08.2023","Antrag","Weisung 33/2023 des Stadtrates: Ausbildungszentrum Riedikon, Bühlenweg 20, Sanierung Brandhaus 2, Baukredit","https://www.uster.ch/_rte/information/1941748","2023-08-29"
"44/2023","29.08.2023","Antrag","Weisung 44/2023 der Sozialbehörde: Prävention und dezentrale Drogenhilfe, Finanzierung 2024-2027, Genehmigung Beitrag","https://www.uster.ch/_rte/information/1941775","2023-08-29"
"41/2023","29.08.2023","Antrag","Weisung 41/2023 der Primarschulpflege: Schulhaus Oberuster, Zusatzkredit zum Projektierungskredit","https://www.uster.ch/_rte/information/1941772","2023-08-29"
"45/2023","29.08.2023","Antrag","Weisung 45/2023 des Stadtrates: Zeughausareal, Bauprojekt Kultur- und Begegnungszentrum, Baukreditegegegnungszentrum, Baukredit","https://www.uster.ch/_rte/information/1943494","2023-08-29"
"538/2023","25.08.2023","Anfrage","Anfrage 538/2023 von Markus Ehrensperger (SVP): Anzahl aufgehobener öffentlicher Parkplätze seit 1. Januar 2022","https://www.uster.ch/_rte/information/1938727","2023-08-25"
"539/2023","25.08.2023","Anfrage","Anfrage 539/2023 von Paul Stopper (BPU): Fehlen von Buslinien von Uster nach Werrikon-Nänikon und nach Greifensee","https://www.uster.ch/_rte/information/1938748","2023-08-25"
"537/2023","23.08.2023","Interpellation","Interpellation 537/2023 von Daniel Schnyder (SVP) und Anita Borer (SVP): Temperatursenkung im Hallenbad Uster - Einschränkung für Nachwuchssportler","https://www.uster.ch/_rte/information/1936648","2023-08-23"
"536/2023","23.08.2023","Anfrage","Anfrage 536/2023 von Tanja Göldi (SP): &quot;Webauftritt der Sozialen Dienste - zu wenig transparent und kundenfreundlich&quot;","https://www.uster.ch/_rte/information/1936576","2023-08-23"
"535/2023","22.08.2023","Anfrage","Anfrage 535/2023 von Paul Stopper (BPU): Leerstehendes Wohnhaus Brauereistrasse 13 (&quot;Villa am Aabach&quot;), nutzloser Tennisplatz, naturnahe Umgebungsgestaltung und -unterhalt","https://www.uster.ch/_rte/information/1935370","2023-08-22"
"534/2023","22.08.2023","Postulat","Postulat 534/2023 der FDP/Die Mitte-Fraktion, der SP-Fraktion, der Grüne-Fraktion und der Grünliberale/EVP-Fraktion sowie von Paul Stopper (BPU): Prüfung einer Gemeindefusion zwischen der Stadt Uster und der Gemeinde Greifensee","https://www.uster.ch/_rte/information/1935364","2023-08-22"
"533/2023","22.08.2023","Anfrage","Anfrage 533/2023 von Paul Stopper (BPU) und Tanja Göldi (SP): Busverbindungen vom oberen rechten Zürichseeufer nach Uster","https://www.uster.ch/_rte/information/1935346","2023-08-22"
"532/2023","14.07.2023","Anfrage","Anfrage 532/2023 von Balthasar Thalmann (SP): &quot;Verständliche Sprache - für eine Stadt, die man versteht&quot;","https://www.uster.ch/_rte/information/1913584","2023-07-14"
"40/2023","11.07.2023","Antrag","Weisung 40/2023 des Stadtrates: Spital Uster AG, Aktienkapitalerhöhung","https://www.uster.ch/_rte/information/1911187","2023-07-11"
"42/2023","11.07.2023","Antrag","Weisung 42/2023 des Stadtrates: Energie Uster AG, Geschäftsbericht 2022","https://www.uster.ch/_rte/information/1911202","2023-07-11"
"34/2023","11.07.2023","Antrag","Weisung 34/2023 des Stadtrates: Globalbudgets 2023, Nachtragskredit GF Soziale Dienste","https://www.uster.ch/_rte/information/1911175","2023-07-11"
"43/2023","11.07.2023","Antrag","Weisung 43/2023 des Stadtrates: Petition &quot;Begegnungszone im Quartier um das Stadthaus (Braschlergasse - Gotthardweg - Imkerstrasse)&quot;","https://www.uster.ch/_rte/information/1911205","2023-07-11"
"531/2023","10.07.2023","Interpellation","Interpellation 531/2023 von Marius Weder (SP) und Angelika Zarotti (SP): Folgen der Erhöhung des Referenzzinssatzes und Massnahmen zum Schutz der Mieter und Mieterinnen","https://www.uster.ch/_rte/information/1909459","2023-07-10"
"36/2023","27.06.2023","Antrag","Weisung 36/2023 des Stadtrates: Friedhofallee 2, Dienstgebäude Friedhof, Sanierung und Umnutzung Wohnung; Baukredit","https://www.uster.ch/_rte/information/1905379","2023-06-27"
"30/2023","20.06.2023","Antrag","Weisung 30/2023 der Primarschulpflege: Integration Musikschule Uster-Greifensee (MSUG) in die Primarschule Uster","https://www.uster.ch/_rte/information/1890422","2023-06-20"
"530/2023","12.06.2023","Anfrage","Anfrage 530/2023 der FDP/Die Mitte-Fraktion: Kommunaler Handlungsspielraum bei der integrativen Schule","https://www.uster.ch/_rte/information/1880222","2023-06-12"
"35/2023","30.05.2023","Volksinitiative","Weisung 35/2023 des Stadtrates: Volksinitiative &quot;Nachhaltigkeit auch finanziell - Schuldenbremse für Uster!&quot;","https://www.uster.ch/_rte/information/1875896","2023-05-30"
"32/2023","30.05.2023","Antrag","Weisung 32/2023 des Stadtrates: Stadthaus, zentrale Wärmeerzeugungsanlage, Genehmigung Baukredit","https://www.uster.ch/_rte/information/1875902","2023-05-30"
"31/2023","16.05.2023","Antrag","Weisung 31/2023 der Sekundarschulpflege: Bei Integration der Musikschule in das GF Primarschule der Stadt Uster, Zustimmung Anschlussvertrag","https://www.uster.ch/_rte/information/1890443","2023-05-16"
"529/2023","27.04.2023","Anfrage","Anfrage 529/2023 von Paul Stopper (BPU): Strassengelder vom Kanton, Erweiterung des Ustermer Bus-Netzes","https://www.uster.ch/_rte/information/1846271","2023-04-27"
"38/2023","18.04.2023","Antrag","Weisung 38/2023 der Sekundarschulpflege: Schulhaus Freiestrasse, Ersatz Heizungsanlage, Abrechnung von CHF 336&apos;152.80 (inkl. MWST)","https://www.uster.ch/_rte/information/1839370","2023-04-18"
"528/2023","14.04.2023","Motion","Motion 528/2023 von Paul Stopper (BPU): Anpassung der Ustermer Bauordnung resp. Ausarbeitung eines separaten Reglements zur Konkretisierung von § 238 des kantonalen Planungs- und Baugesetzes (Einordnungsparagraph)","https://www.uster.ch/_rte/information/1835149","2023-04-14"
"22/2023","28.03.2023","Antrag","Weisung 22/2023 des Stadtrates: Jahresrechnung 2022","https://www.uster.ch/_rte/information/1823039","2023-03-28"
"21/2023","28.03.2023","Antrag","Weisung 21/2023 des Stadtrates: NPM-Jahresbericht 2022","https://www.uster.ch/_rte/information/1823042","2023-03-28"
"28/2023","28.03.2023","Antrag","Weisung 28/2023 der Primarschulpflege: Erhöhung städtischer Beitrag an die Kosten der schulergänzenden Betreuung der Primarschule Uster, Genehmigung eines jährlichen Kredits von CHF 580&apos;000","https://www.uster.ch/_rte/information/1829341","2023-03-28"
"527/2023","27.03.2023","Postulat","Postulat 527/2023 der SP-Fraktion: Teilnahme Aktion &quot;16 Tage gegen Gewalt an Frauen&quot;","https://www.uster.ch/_rte/information/1821047","2023-03-27"
"26/2023","21.03.2023","Antrag","Weisung 26/2023 der Sekundarschulpflege: Geschäftsbericht und Rechnung 2022","https://www.uster.ch/_rte/information/1825880","2023-03-21"
"525/2023","20.03.2023","Anfrage","Anfrage 525/2023 von Anita Borer (SVP) und Matthias Bickel (FDP): &quot;Vereinfachtes Baubewilligungsverfahren für temporäre Bauten und Anlagen?&quot;","https://www.uster.ch/_rte/information/1814917","2023-03-20"
"526/2023","20.03.2023","Anfrage","Anfrage 526/2023 von Hans Denzler (SVP): Zustand Bauernhof Dietenrain","https://www.uster.ch/_rte/information/1815328","2023-03-20"
"524/2023","20.03.2023","Anfrage","Anfrage 524/2023 von Claudia Frei (Grünliberale): &quot;Transporte von Schülern und Schülerinnen der Heilpädagogischen Schule Uster&quot;","https://www.uster.ch/_rte/information/1814911","2023-03-20"
"523/2023","16.03.2023","Anfrage","Anfrage 523/2023 der FDP/Die Mitte-Fraktion: &quot;Exodus aus der Geschäftsleitung der Abteilung Bau - besteht ein Führungsproblem?&quot;","https://www.uster.ch/_rte/information/1811876","2023-03-16"
"522/2023","10.03.2023","Postulat","Postulat 522/2023 von Andrea Grob (FDP) und Jürg Krauer (FDP): &quot;Integrative Schule an der Primarschule Uster neu auslegen&quot;","https://www.uster.ch/_rte/information/1807043","2023-03-10"
"519/2023","10.03.2023","Anfrage","Anfrage 519/2023 von Patricio Frei (Grüne), Debora Zahn (Grüne) und Natalie Lengacher (Grüne): &quot;Lieber bunt statt laut: Feuerwerken mit Rücksicht auf Tiere&quot;","https://www.uster.ch/_rte/information/1806950","2023-03-10"
"520/2023","10.03.2023","Postulat","Postulat 520/2023 von Patricio Frei (Grüne) und Natalie Lengacher (Grüne): &quot;Amphibien in Uster besser schützen&quot;","https://www.uster.ch/_rte/information/1806956","2023-03-10"
"521/2023","10.03.2023","Postulat","Postulat 521/2023 der Grüne-Fraktion: &quot;Nachhaltige Veranstaltungen&quot;","https://www.uster.ch/_rte/information/1806965","2023-03-10"
"518/2023","06.03.2023","Anfrage","Anfrage 518/2023 von Natalie Lengacher (Grüne): &quot;Uster steigt um, wo bleibt der Velokomfort?&quot;","https://www.uster.ch/_rte/information/1801925","2023-03-06"
"517/2023","27.02.2023","Anfrage","Anfrage 517/2023 von Anita Borer (SVP), Silvio Foiera (EDU) und Markus Ehrensperger (SVP): &quot;Mietkündigungen zu Gunsten von Asyl- und Schutzsuchenden&quot;","https://www.uster.ch/_rte/information/1797470","2023-02-27"
"516/2023","27.02.2023","Anfrage","Anfrage 516/2023 von Andrea Grob (FDP) und Benjamin Streit (SVP): &quot;Kann Uster genügend Wohnraum für Schutzsuchende sicherstellen?&quot;","https://www.uster.ch/_rte/information/1797473","2023-02-27"
"27/2023","07.02.2023","Antrag","Weisung 27/2023 des Stadtrates: Projektierungskredit von CHF 1‘166‘500 für die Gesamtsanierung der Liegenschaft Untere Farb und den Einbau des Stadtarchivs (Phase 3)","https://www.uster.ch/_rte/information/1789333","2023-02-07"
"515/2023","30.01.2023","Anfrage","Anfrage 515/2023 von Nina Nussbaumer (SP), Balthasar Thalmann (SP) und Tanja Göldi (SP): Psychische Gesundheit von Kindern und Jugendlichen","https://www.uster.ch/_rte/information/1778429","2023-01-30"
"514/2023","30.01.2023","Anfrage","Anfrage 514/2023 von Nina Nussbaumer (SP), Balthasar Thalmann (SP) und Tanja Göldi (SP): Psychische Gesundheit von Kindern und Jugendlichen","https://www.uster.ch/_rte/information/1778432","2023-01-30"
"511/2022","21.12.2022","Postulat","Postulat 511/2022 von Markus Wanner (SP), Angelika Zarotti (SP) und Debora Zahn (Grüne): Klimaschutztaugliche Energieplanung","https://www.uster.ch/_rte/information/1756003","2022-12-21"
"513/2022","21.12.2022","Anfrage","Anfrage 513/2022 von Benjamin Streit (SVP) und Markus Ehrensperger (SVP): Unterführung der Winterthurerstrasse in Uster","https://www.uster.ch/_rte/information/1758094","2022-12-21"
"512/2022","21.12.2022","Anfrage","Anfrage 512/2022 von Benjamin Streit (SVP) und Markus Ehrensperger (SVP): Unter- resp. Überführung der Zürichstrasse in Werrikon","https://www.uster.ch/_rte/information/1758088","2022-12-21"
"510/2022","12.12.2022","Anfrage","Anfrage 510/2022 von Angelika Zarotti (SP), Markus Wanner (SP) und Debora Zahn (Grüne): Energiesicherheit und Klimaschutz mit Fernwäre","https://www.uster.ch/_rte/information/1755997","2022-12-12"
"25/2022","06.12.2022","Antrag","Weisung 25/2022 des Stadtrates: Siedlungsentwässerungsverordnung (SEVO)","https://www.uster.ch/_rte/information/1763969","2022-12-06"
"15/2022","15.11.2022","Antrag","Weisung 15/2022 des Stadtrates: Umnutzung der Geschützten Unterkunft für Partnerorganisationen (GUP) Gschwader, Kreditabrechnung","https://www.uster.ch/_rte/information/1728695","2022-11-15"
"509/2022","14.11.2022","Anfrage","Anfrage 509/2022 von Marc Thalmann (FDP), Andrea Grob (FDP), Gianluca Di Modica (FDP), Ulrich Schmid (Die Mitte) und Matthias Bickel (FDP): Schutzraumkontrolle auf Kosten Privater","https://www.uster.ch/_rte/information/1714945","2022-11-14"
"19/2022","25.10.2022","Bericht und Antrag","Weisung 19/2022 des Stadtrates: Volksinitiative &quot;Kulturland-Initiative gegen die Moosackerstrasse&quot;","https://www.uster.ch/_rte/information/1706078","2022-10-25"
"18/2022","25.10.2022","Bericht und Antrag","Weisung 18/2022 des Stadtrates: Volksinitiative &quot;In Uster konsumieren - lokal parkieren: Kein Parkplatzabbau in Uster!&quot;","https://www.uster.ch/_rte/information/1706081","2022-10-25"
"13/2022","04.10.2022","Antrag","Weisung 13/2022 der Primarschulpflege: Abrechnung des Investitionskredits in der Höhe von 189&apos;000 Franken zur 2. Erweiterung der Tagesstrukturen an der Primarschule Uster auf das Schuljahr 2015/2016","https://www.uster.ch/_rte/information/1682341","2022-10-04"
"508/2022","29.09.2022","Anfrage","Anfrage 508/2022 von Balthasar Thalmann (SP): &quot;Wie ging das mit den Steuerrechnungen in Nänikon?&quot;","https://www.uster.ch/_rte/information/1673198","2022-09-29"
"12/2022","27.09.2022","Antrag","Weisung 12/2022 des Stadtrates: Verein Herzkern, Genehmigung eines jährlichen Kredits von 100&apos;000 Franken für die Jahre 2023-2026","https://www.uster.ch/_rte/information/1675832","2022-09-27"
"7/2022","20.09.2022","Antrag","Weisung 7/2022 des Stadtrates: Leistungsaufträge 2023-2026 und Globalbudgets 2023","https://www.uster.ch/_rte/information/1663874","2022-09-20"
"8/2022","20.09.2022","Antrag","Weisung 8/2022 des Stadtrates: Budget 2023 und Finanzplanung 2024-2026, Bericht","https://www.uster.ch/_rte/information/1663877","2022-09-20"
"14/2022","20.09.2022","Antrag","Weisung 14/2022 des Stadtrates: Privater Gestaltungsplan &quot;Schliffi - Nord&quot; und Teilrevision Zonenplan, Festsetzung","https://www.uster.ch/_rte/information/1663919","2022-09-20"
"116/2022","06.09.2022","Antrag","Weisung 116/2022 der Sekundarschulpflege: Leistungsaufträge 2023-2026 und Globalbudget 2023","https://www.uster.ch/_rte/information/1663886","2022-09-06"
"506/2022","29.08.2022","Anfrage","Anfrage 506/2022 von Natalie Lengacher (Grüne): &quot;Wie kann die Zimikerstrasse sicherer gemacht werden?&quot;","https://www.uster.ch/_rte/information/1634536","2022-08-29"
"507/2022","29.08.2022","Anfrage","Anfrage 507/2022 von Andreas Pauling (Grünliberale) und Ursula Räuftlin (Grünliberale): Management der Strommangellage","https://www.uster.ch/_rte/information/1634533","2022-08-29"
"20/2022","23.08.2022","Antrag","Weisung 20/2022 des Stadtrates: Projektierungskredit für die Sanierung der biologischen Reinigungsstufe (SBR) und Neubau Stufe Elimination Mikroverunreinigung (EMV) auf der ARA Jungholz","https://www.uster.ch/_rte/information/1632428","2022-08-23"
"11/2022","23.08.2022","Antrag","Weisung 11/2022 des Stadtrates: Sportanlage Buchholz, Kunstrasen- und Naturrasenfeld sowie Ersatz Kunstrasenteppich, Bauabrechnung","https://www.uster.ch/_rte/information/1640194","2022-08-23"
"504/2022","21.07.2022","Motion","Motion 504/2022 von Paul Stopper (BPU): Zuteilung von landwirtschaftlich genutzten Grundstücken des Kantons und der Stadt Uster nahe des national geschützten Glatten-/Werriker-/Brandschänkirietes in der Loren in die Landwirtschaftszone","https://www.uster.ch/_rte/information/1608133","2022-07-21"
"505/2022","21.07.2022","Anfrage","Anfrage 505/2022 von Paul Stopper (BPU): Hauptsammelstelle (HS) Uster, Standorte &quot;Dammstrasse&quot; und &quot;Loren&quot;","https://www.uster.ch/_rte/information/1608136","2022-07-21"
"9/2022","12.07.2022","Antrag","Weisung 9/2022 des Stadtrates: Globalbudgets 2022, Nachtragskredit GF Gesundheit und Alter","https://www.uster.ch/_rte/information/1600568","2022-07-12"
"10/2022","12.07.2022","Antrag","Weisung 10/2022 des Stadtrates: Entwicklung Zeughausareal, Phase 5 - Leitbildung sowie Architekturwettbewerb, Projektabrechnung","https://www.uster.ch/_rte/information/1601963","2022-07-12"
"503/2022","11.07.2022","Anfrage","Anfrage 503/2022 von Patricio Frei (Grüne), Debora Zahn (Grüne), Natalie Lengacher (Grüne) und Marco Ghelfi (Grüne): &quot;Das Velowegnetz neu denken&quot;","https://www.uster.ch/_rte/information/1600586","2022-07-11"
