"Nummer","Datum","Art","Geschäft","URL","Date"
"536/2019","06.03.2019","Einzelinitiative","Einzelinitiative 536/2019 von Moira Spohn: Klimanotstand, Änderung der Gemeindeordnung","https://www.uster.ch/politbusiness/659860?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=20","2019-03-06"
"534/2019","19.02.2019","Anfrage","Anfrage 534/2019 von Beatrice Caviezel (Grünliberale): Strategie Spital Uster","https://www.uster.ch/politbusiness/651328?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=20","2019-02-19"
"533/2019","18.02.2019","Motion","Motion 533/2019 von Paul Stopper (BPU): Ausarbeitung eines Ausführungsprojektes und einer Kreditvorlage für eine S-Bahn-Haltestelle «Oberuster»","https://www.uster.ch/politbusiness/650518?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=20","2019-02-18"
"532/2019","18.02.2019","Motion","Motion 532/2019 von Paul Stopper (BPU): Kredit für Analyse und Ausarbeitung der Vorgehensweise zur Sanierung der Barrieren-Bahnübergänge in Uster","https://www.uster.ch/politbusiness/650515?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=20","2019-02-18"
"531/2019","11.02.2019","Postulat","Postulat 531/2019 von Markus Wanner (SP), Ali Özcan (SP), Anita Borer (SVP) und Giuseppe Biacchi (SVP): Museen stärken in Uster","https://www.uster.ch/politbusiness/650512?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=20","2019-02-11"
"530/2019","08.02.2019","Interpellation","Interpellation 530/2019 von Anita Borer (SVP), Giuseppe Biacchi (SVP), Ali Özcan (SP) und Markus Wanner (SP): Zeughausareal - Wie geht es mit der Mieterschaft weiter?","https://www.uster.ch/politbusiness/650509?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=20","2019-02-08"
"529/2019","17.01.2019","Anfrage","Anfrage 529/2019 von Mary Rauber (EVP), Beatrice Mischol (Grünliberale) und Beatrice Caviezel (Grünliberale): Umfassende Strategie ""Frühe Kindheit""","https://www.uster.ch/politbusiness/635824?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=20","2019-01-17"
"528/2018","20.12.2018","Postulat","Postulat 528/2018 von Ivo Koller (BDP) und Marius Weder (SP): ""Verkehrssicherheit auf Gschwader- und Winikerstrasse erhöhen!""","https://www.uster.ch/politbusiness/626999?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=20","2018-12-20"
"22/2018","18.12.2018","Antrag","Weisung 22/2018 des Stadtrates: Zeughausareal, Bewilligung eines Baukredits von 554000 Franken inkl. MWST für die Sanierung der Gebäude K1, K2 und Aussenraum/Erschliessung","https://www.uster.ch/politbusiness/629515?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=20","2018-12-18"
"527/2018","18.12.2018","Anfrage","Anfrage 527/2018 von Wolfgang Harder (CVP): Untere Farb, Verwaltungsvermögen - Bau und Betrieb einer Schenke als Staatsaufgabe?","https://www.uster.ch/politbusiness/624959?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=21","2018-12-18"
"526/2018","18.12.2018","Postulat","Postulat 526/2018 von Markus Ehrensperger (SVP), Giuseppe Biacchi (SVP) und Christoph Keller (SVP): Amtliche Publikationen als E-Mail-Newsletter","https://www.uster.ch/politbusiness/624968?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=21","2018-12-18"
"524/2018","18.12.2018","Anfrage","Anfrage 524/2018 von Markus Ehrensperger (SVP) und Giuseppe Biacchi (SVP): Public Viewing auf den Altherr-Turm?","https://www.uster.ch/politbusiness/624974?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=21","2018-12-18"
"17/2018","11.12.2018","Antrag","Weisung 17/2018 der Sekundarschulpflege: Gebührenverordnung der Sekundarstufe Uster, Genehmigung","https://www.uster.ch/politbusiness/624980?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=21","2018-12-11"
"523/2018","10.12.2018","Anfrage","Anfrage 523/2018 von Ivo Koller (BDP): ""Gesundheitsstadt, war's das?""","https://www.uster.ch/politbusiness/620293?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=21","2018-12-10"
"522/2018","03.12.2018","Anfrage","Anfrage 522/2018 von Wolfgang Harder (CVP): ""Macht es der Stadtrat besser?"" - Spesen","https://www.uster.ch/politbusiness/616459?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=21","2018-12-03"
"521/2018","26.11.2018","Anfrage","Anfrage 521/2018 von Paul Stopper (BPU): Weiteres Vorgehen in Sachen ""Uster West"", resp. Unterführung Winterthurerstrasse","https://www.uster.ch/politbusiness/612619?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=21","2018-11-26"
"520/2018","20.11.2018","Anfrage","Anfrage 520/2018 von Patricio Frei (Grüne): Neuordnung des Stadtrats","https://www.uster.ch/politbusiness/608809?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=21","2018-11-20"
"519/2018","16.11.2018","Anfrage","Anfrage 519/2018 von Paul Stopper (BPU): KEZO-Deponie im Tägernauer Holz (Gemeindegebiete von Grüningen und Gossau)","https://www.uster.ch/politbusiness/607318?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=21","2018-11-16"
"518/2018","13.11.2018","Postulat","Postulat 518/2018 von Markus Ehrensperger (SVP), Giuseppe Biacchi (SVP) und Silvio Foiera (EDU): Öffentliche Velopumpen an ausgewählten Standorten","https://www.uster.ch/politbusiness/605224?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=22","2018-11-13"
"517/2018","12.11.2018","Anfrage","Anfrage 517/2018 von Paul Stopper (BPU): Ausbau der Strecke Uster-Aathal auf Doppelspur und Realisierung einer S-Bahn-Haltestelle ""Oberuster""","https://www.uster.ch/politbusiness/604591?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=22","2018-11-12"
"516/2018","12.11.2018","Anfrage","Anfrage 516/2018 von Anita Borer (SVP): Schreiben nach Gehör vs. Rechtschreibung","https://www.uster.ch/politbusiness/604477?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=22","2018-11-12"
"515/2018","07.11.2018","Anfrage","Anfrage 515/2018 von Eveline Fuchs (Grüne): Parkierung auf Schulanlagen","https://www.uster.ch/politbusiness/602647?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=22","2018-11-07"
"19/2018","06.11.2018","Antrag","Weisung 19/2018 des Stadtrates: Öffentlicher Gestaltungsplan Untere Farb, Uster, Festsetzung","https://www.uster.ch/politbusiness/601843?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=22","2018-11-06"
"11/2018","30.10.2018","Antrag","Weisung 11/2018 der Primarschulpflege: Raumbedarf Nänikon, Pavillon, Kreditbewilligung von 1.05 Mio. Franken inkl. MWST","https://www.uster.ch/politbusiness/598712?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=22","2018-10-30"
"514/2018","30.10.2018","Interpellation","Interpellation 514/2018 von Markus Wanner (SP): Zukunft Areal Gestaltungsplan am Stadtpark","https://www.uster.ch/politbusiness/600497?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=22","2018-10-30"
"513/2018","29.10.2018","Anfrage","Anfrage 513/2018 von Patricio Frei (Grüne): Eingedolte und überdeckte Bäche","https://www.uster.ch/politbusiness/597950?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=22","2018-10-29"
"16/2018","23.10.2018","Volksinitiative","Weisung 16/2018 des Stadtrates: Volksinitiative ""Bodeninitiative: Boden behalten - Uster gestalten!""","https://www.uster.ch/politbusiness/605371?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=22","2018-10-23"
"512/2018","22.10.2018","Anfrage","Anfrage 512/2018 von Ivo Koller (BDP), Ursula Räuftlin (Grünliberale) und Paul Stopper (BPU): Neue Greifenseestrasse","https://www.uster.ch/politbusiness/594403?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=22","2018-10-22"
"511/2018","22.10.2018","Motion","Motion 511/2018 von Patricio Frei (Grüne) und Meret Schneider (Grüne): Schutz der Artenvielfalt","https://www.uster.ch/politbusiness/594397?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=23","2018-10-22"
"510/2018","22.10.2018","Postulat","Postulat 510/2018 von Florin Schütz (SP) und Salome Schaerer (SP): Unterzeichnung ""Charta der Lohngleichheit im öffentlichen Sektor""","https://www.uster.ch/politbusiness/594400?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=23","2018-10-22"
"15/2018","02.10.2018","Antrag","Weisung 15/2018 des Stadtrates: Verein Kulturgemeinschaft Uster, Genehmigung eines jährlichen Kredits 2019-2021 von 110'000 Franken","https://www.uster.ch/politbusiness/594253?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=23","2018-10-02"
"14/2018","25.09.2018","Volksinitiative","Weisung 14/2018 des Stadtrates: Städtische Volksinitiative ""Für sichere und durchgängige Velowege""","https://www.uster.ch/politbusiness/583699?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=23","2018-09-25"
"508/2018","24.09.2018","Anfrage","Anfrage 508/2018 von Ursula Räuftlin (Grünliberale) und Ivo Koller (BDP): Einführung des beschlossenen Jugendvorstosses in Uster","https://www.uster.ch/politbusiness/582187?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=23","2018-09-24"
"509/2018","24.09.2018","Motion","Motion 509/2018 von Richard Sägesser (FDP), Daniel Pellegrini (FDP), Peter Müller (FDP) und Jürg Krauer (FDP): ""Bildungszentrum in Uster - auch in Zukunft!""","https://www.uster.ch/politbusiness/582199?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=23","2018-09-24"
"507/2018","24.09.2018","Postulat","Postulat 507/2018 (statt Motion, Umwandlung) von Ivo Koller (BDP) und Mitunterzeichnende: ""Transparenter Stadtrat""","https://www.uster.ch/politbusiness/582190?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=23","2018-09-24"
"3/2018","18.09.2018","Antrag","Weisung 3/2018 des Stadtrates: Leistungsaufträge 2019-2022 und Globalbudgets 2019","https://www.uster.ch/politbusiness/579814?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=23","2018-09-18"
"4/2018","18.09.2018","Antrag","Weisung 4/2018 des Stadtrates: Budget 2019 und Finanzplanung 2020-2022","https://www.uster.ch/politbusiness/579835?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=23","2018-09-18"
"13/2018","11.09.2018","Antrag","Weisung 13/2018 des Stadtrates: Energie Uster AG, Geschäftsbericht 2017","https://www.uster.ch/politbusiness/576025?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=23","2018-09-11"
"12/2018","11.09.2018","Antrag","Weisung 12/2018 des Stadtrates: Beschaffung Hubsteiger Feuerwehr, Kreditabrechnung","https://www.uster.ch/politbusiness/578338?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=24","2018-09-11"
"506/2018","10.09.2018","Postulat","Postulat 506/2018 von Salome Schaerer (SP), Florin Schütz (SP), Patricia Morf (SP) und Meret Schneider (Grüne): Uster als solidarische Stadt","https://www.uster.ch/politbusiness/574537?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=24","2018-09-10"
"505/2018","07.09.2018","Anfrage","Anfrage 505/2018 von Balthasar Thalmann (SP): ""Wie weiter mit dem Altherr-Turm?""","https://www.uster.ch/politbusiness/573859?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=24","2018-09-07"
"503/2018","03.09.2018","Postulat","Postulat 503/2018 von Paul Stopper (BPU): Einführung einer (beratenden) Kommission für den öffentlichen Verkehr für Uster und die Region","https://www.uster.ch/politbusiness/570943?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=24","2018-09-03"
"504/2018","03.09.2018","Anfrage","Anfrage 504/2018 von Paul Stopper (BPU): Verkehrssituation auf der Bankstrasse (Dammstrasse bis Brunnenstrasse)","https://www.uster.ch/politbusiness/570952?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=24","2018-09-03"
"502/2018","31.08.2018","Postulat","Postulat 502/2018 von Hans Denzler (SVP): Förderung einheimische Produktion und Ernährung","https://www.uster.ch/politbusiness/569851?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=24","2018-08-31"
"1/2018","21.08.2018","Antrag","Weisung 1/2018 der Sekundarschulpflege: Leistungsaufträge 2019-2022 und Globalbudget 2019","https://www.uster.ch/politbusiness/582169?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=24","2018-08-21"
"9/2018","21.08.2018","Antrag","Weisung 9/2018 des Stadtrates: Abfallverordnung, Genehmigung","https://www.uster.ch/politbusiness/567955?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=24","2018-08-21"
"501/2018","17.08.2018","Anfrage","Anfrage 501/2018 von Eveline Fuchs (Grüne): Repräsentative Umfrage 2017 zum Thema Einwohnerzufriedenheit","https://www.uster.ch/politbusiness/562687?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=24","2018-08-17"
"5/2018","10.07.2018","Antrag","Weisung 5/2018 des Stadtrates: Veröffentlichung von amtlichen Publikationen","https://www.uster.ch/politbusiness/548770?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=24","2018-07-10"
"8/2018","10.07.2018","Antrag","Weisung 8/2018 des Stadtrates: Verordnung über das Bürgerrecht der Stadt Uster, Aufhebung","https://www.uster.ch/politbusiness/548785?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=25","2018-07-10"
"6/2018","10.07.2018","Antrag","Weisung 6/2018 des Stadtrates: Verein Freizeit- und Jugendarbeit Region Uster, Genehmigung Leistungskontrakte","https://www.uster.ch/politbusiness/548779?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=25","2018-07-10"
"7/2018","10.07.2018","Antrag","Weisung 7/2018 des Stadtrates: Verordnung über die Entschädigung der Behörden (BEV), Anpassung der Teuerung 2018-2022","https://www.uster.ch/politbusiness/548782?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=25","2018-07-10"
"2/2018","03.07.2018","Antrag","Weisung 2/2018 der Primarschulpflege: Pädagogisches Medien- und Informatikkonzept, Umsetzung, Genehmigung eines Rahmenkredits","https://www.uster.ch/politbusiness/542806?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=25","2018-07-03"
"123/2018","26.06.2018","Antrag","Weisung 123/2018 des Stadtrates: Püntenanlage Winikerwiesen, Kanalisationsanschluss, Kreditbewilligung","https://www.uster.ch/politbusiness/542290?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=25","2018-06-26"
"131/2018","26.06.2018","Antrag","Weisung 131/2018 des Stadtrates: Umnutzung der Geschützten Unterkunft für Partnerorganisationen (GUP) Gschwader, Genehmigung Baukredit","https://www.uster.ch/politbusiness/542308?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=25","2018-06-26"
"104/2018","29.05.2018","Antrag","Weisung 104/2018 des Stadtrates: Verordnung zum mittelfristigen Ausgleich der Stadt Uster, Genehmigung","https://www.uster.ch/politbusiness/527398?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=25","2018-05-29"
"129/2018","22.05.2018","Antrag","Weisung 129/2018 des Stadtrates: Zweckverband Spital Uster, Delegation, Erneuerungswahlen für die Amtsdauer 2018-2022","https://www.uster.ch/politbusiness/516244?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=25","2018-05-22"
"130/2018","22.05.2018","Antrag","Weisung 130/2018 des Stadtrates: Zweckverband Kehrrichtverbrennung Zürcher Oberland KEZO, Delegation, Erneuerungswahlen für die Amtsdauer 2018-2022","https://www.uster.ch/politbusiness/516247?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=25","2018-05-22"
"632/2018","07.05.2018","Postulat","Postulat 632/2018 (statt Motion, Umwandlung) von Paul Stopper (BPU): Technische und finanzielle Abklärungen für eine Aufwertung der Personenunterführung „Mitte“ zusammen mit einer Vergrösserung von (bewachten) Abstellmöglichkeiten für Velos unter den Geleisen am Bahnhof Uster","https://www.uster.ch/politbusiness/513946?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=25","2018-05-07"
"633/2018","07.05.2018","Anfrage","Anfrage 633/2018 von Paul Stopper (BPU): Weiteres Vorgehen bei der Unteren Farb","https://www.uster.ch/politbusiness/513949?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=26","2018-05-07"
"630/2018","27.04.2018","Anfrage","Anfrage 630/2018 von Paul Stopper (BPU): Überprüfung der Bus-Haltestellenstandorte auf der Bahnhofstrasse","https://www.uster.ch/politbusiness/509542?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=26","2018-04-27"
"631/2018","27.04.2018","Anfrage","Anfrage 631/2018 von Paul Stopper (BPU): Überprüfung der Bus-Haltestellenstandorte im Bereich Dammstrasse – Oberlandstrasse","https://www.uster.ch/politbusiness/509575?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=26","2018-04-27"
"629/2018","20.04.2018","Anfrage","Anfrage 629/2018 von Claudia Wyssen (SP): Niederschwellige Jugendberatungsstelle","https://www.uster.ch/politbusiness/505727?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=26","2018-04-20"
"128/2018","17.04.2018","Antrag","Weisung 128/2018 des Stadtrates: Beschlussentwurf zur Motion 584/2016 von Patrico Frei (Grüne) betreffend ""Fair Trade Town Uster""","https://www.uster.ch/politbusiness/503504?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=26","2018-04-17"
"133/2018","10.04.2018","Antrag","Weisung 133/2018 des Stadtrates: Privater Gestaltungsplan Gerichtsplatz-Areal, Uster, Festsetzung","https://www.uster.ch/politbusiness/550414?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=26","2018-04-10"
"628/2018","03.04.2018","Anfrage","Anfrage 628/2018 von Paul Stopper (BPU) und Werner Kessler (BPU): Schliessung der Freudwilerstrasse für den allgemeinen Fahrverkehr zugunsten einer kostengünstigen Lösung für einen sicheren Radverkehr","https://www.uster.ch/politbusiness/497251?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=26","2018-04-03"
"627/2018","21.03.2018","Anfrage","Anfrage 627/2018 von Thomas Wüthrich (Grüne): Strafanzeige gegen ein Mitglied des Stadtrates, Hintergründe","https://www.uster.ch/politbusiness/492460?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=26","2018-03-21"
"119/2018","20.03.2018","Antrag","Weisung 119/2018 des Stadtrates: Hallenbad Buchholz, Sanierung und Erweiterung, Bauabrechnung","https://www.uster.ch/politbusiness/491866?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=26","2018-03-20"
"113/2018","20.03.2018","Antrag","Weisung 113/2018 des Stadtrates: NPM-Jahresbericht 2017","https://www.uster.ch/politbusiness/493663?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=26","2018-03-20"
"118/2018","20.03.2018","Antrag","Weisung 118/2018 des Stadtrates: Jahresrechnung 2017","https://www.uster.ch/politbusiness/493669?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=27","2018-03-20"
"127/2018","20.03.2018","Antrag","Weisung 127/2018 der Primarschulpflege: Schulhaus Krämeracker, Neubau, Genehmigung eines Zusatzkredits von 726970 Franken","https://www.uster.ch/politbusiness/498193?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=27","2018-03-20"
"625/2018","19.03.2018","Anfrage","Anfrage 625/2018 der FDP-Fraktion: Bildungsstandort Uster","https://www.uster.ch/politbusiness/490735?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=27","2018-03-19"
"626/2018","19.03.2018","Postulat","Postulat 626/2018 von Paul Stopper (BPU) und Werner Kessler (BPU): Streichung des Kiesgewinnungsstandortes Näniker Hard aus dem kantonalen Richtplan und Aufhebung des kantonalen Gestaltungsplanes Kiesgewinnung Näniker Hard","https://www.uster.ch/politbusiness/490741?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=27","2018-03-19"
"624/2018","13.03.2018","Anfrage","Anfrage 624/2018 von Marius Weder (SP): Nutzung der Villa am Aabach seit 2014 und Pläne für die Zukunft","https://www.uster.ch/politbusiness/488032?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=27","2018-03-13"
"126/2018","13.03.2018","Antrag","Weisung 126/2018 der Sekundarschulpflege: Erweiterung Schulhaus Weidli und Integration Heilpädagogische Schule Uster (HPSU), Bauabrechnung","https://www.uster.ch/politbusiness/491875?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=27","2018-03-13"
"114/2018","13.03.2018","Antrag","Weisung 114/2018 der Sekundarschulpflege: Geschäftsbericht und Jahresrechnung 2017","https://www.uster.ch/politbusiness/493651?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=27","2018-03-13"
"125/2018","06.03.2018","Antrag","Weisung 125/2018 des Stadtrates: Beschlussentwurf zur Motion 532/2015 von Ursula Räuftlin (Grünliberale), Patricio Frei (Grüne) und Markus Wanner (SP) betreffend Nachhaltige Wohn- und Mobilitätsformen, Anpassung der Parkplatzverordnung","https://www.uster.ch/politbusiness/484615?filters%5Bnummer%5D=&filters%5Bkeyword%5D=&filters%5BstatusId%5D=&filters%5Bbehoerdenname%5D=&filters%5Bpage%5D=27","2018-03-06"
